,UnixTimeStamp,eth_etherprice,eth_tx,eth_address,eth_supply,eth_marketcap,eth_hashrate,eth_difficulty,eth_blocks,eth_uncles,eth_blocksize,eth_blocktime,eth_gasprice,eth_gaslimit,eth_gasused,eth_ethersupply,eth_ens_register
833,1510185600,319.66,467172,10737345,95628326.75,30568.550928900004,114107.82199999999,1420.5929999999998,6195,745,13929,13.79,15785570759,6718203,24998074107,20313.09375,561.0
834,1510272000,296.86,457427,10833256,95648853.5938,28394.318677799998,115773.7593,1429.592,6300,697,13413,13.52,15036090671,6715532,23709873840,20526.84375,480.0
835,1510358400,314.23,394378,10910568,95669271.875,30062.1553013,115718.414,1437.744,6267,687,12665,13.58,15394750336,6714315,22677610504,20418.28125,392.0
836,1510444800,306.02,434380,10997046,95689482.5938,29282.895463300003,118263.4894,1487.3310000000001,6245,625,13233,13.53,18011273725,6712808,22925780729,20210.71875,483.0
837,1510531200,314.6,443176,11079264,95709903.7812,30110.3357296,117469.6839,1456.779,6225,742,14443,13.65,16603636136,6714950,24529577479,20421.1875,716.0
838,1510617600,334.72,475984,11161837,95729953.8125,32042.730140099997,114709.87400000001,1448.755,6122,719,16232,13.87,16704405736,6714816,25946874938,20050.03125,641.0
839,1510704000,331.2,540593,11266683,95750447.375,31712.548170599996,115382.9053,1424.358,6237,762,16453,13.69,17408995522,6714993,27301153015,20493.5625,318.0
840,1510790400,330.32,491482,11364268,95770669.9062,31634.9676834,111657.6225,1397.135,6154,751,15278,13.8,16023943398,6714876,25488120832,20222.53125,339.0
841,1510876800,331.72,508590,11464078,95791033.9062,31775.801767400004,112630.8165,1403.2160000000001,6235,700,15301,13.66,16406020669,6715914,26784225318,20364.0,234.0
842,1510963200,346.65,459679,11538878,95811365.8438,33213.009969700004,111516.8425,1389.7379999999998,6215,718,14628,13.71,13339014477,6715508,24532718494,20331.9375,307.0
843,1511049600,354.6,464563,11608818,95831788.625,33981.9522464,112980.6417,1402.317,6266,695,14551,13.6,14229082585,6714834,23975090718,20422.78125,325.0
844,1511136000,367.71,530141,11684803,95852196.9688,35245.811347400006,120188.5528,1489.214,6176,797,16654,13.81,16089304528,6713109,26027982305,20408.34375,405.0
845,1511222400,360.52,524044,11772235,95872590.9688,34563.9864961,118772.9291,1471.463,6174,800,16182,13.8,17548793491,6715338,25906539931,20394.0,250.0
846,1511308800,380.84,546489,11857891,95893095.4062,36519.926454500004,118382.3196,1462.848,6242,750,15978,13.67,16469836119,6716259,26017543726,20504.4375,259.0
847,1511395200,406.57,537068,11944929,95913442.8125,38995.5284443,122161.9842,1518.894,6190,759,16029,13.73,15992127664,6715977,26725364867,20347.40625,322.0
848,1511481600,470.43,525529,12032606,95933855.9375,45130.1638487,124844.7158,1549.351,6234,728,15104,13.68,15456892039,6713855,26317732352,20413.125,278.0
849,1511568000,464.61,561166,12117975,95954171.0,44581.2673883,125309.3717,1562.0729999999999,6201,730,16192,13.69,12891179323,6717095,27394849746,20315.0625,396.0
850,1511654400,470.54,542484,12206781,95974531.8125,45159.8561991,125187.293,1553.38,6169,794,16099,13.79,14953923259,6715381,27674135132,20360.8125,245.0
851,1511740800,475.24,608695,12307159,95994803.5625,45620.570445,123438.9985,1537.205,6086,852,22187,14.02,15537337870,6717512,30599511959,20271.75,336.0
852,1511827200,466.27,638989,12432637,96015113.1875,44768.9668259,121376.5047,1508.043,6094,860,18980,13.95,16779210323,6717145,30288687055,20309.625,284.0
853,1511913600,427.42,663579,12552695,96035538.2188,41047.5097455,123404.9935,1520.78,6108,903,18539,13.92,17499867713,6716943,29519996063,20425.03125,353.0
854,1512000000,434.85,655457,12661777,96055954.3438,41769.9317464,124830.2891,1542.746,6151,840,18059,13.83,16354038320,6716861,28880894729,20416.125,351.0
855,1512086400,461.58,622720,12765900,96076431.0312,44346.9590354,125492.70199999999,1546.95,6127,882,18184,13.89,14561757161,6718817,31811531693,20476.6875,280.0
856,1512172800,457.96,627785,12861547,96096636.2188,44008.4155227,125605.2762,1570.293,6053,858,17954,14.07,13179215357,6720306,30183667434,20205.1875,200.0
857,1512259200,462.81,693808,12965590,96116972.75,44483.8961584,121828.5383,1509.751,6029,943,19326,14.08,14068434201,6721650,33003047721,20336.53125,330.0
858,1512345600,466.93,701834,13091051,96137400.9688,44889.43663430001,125869.5928,1530.846,5671,1433,19741,14.86,21962218932,6722294,34887121288,20428.21875,194.0
859,1512432000,453.96,693090,13208395,96158037.7812,43651.9028312,123432.1491,1477.4920000000002,5588,1630,19800,14.94,30921177676,6726859,35038771633,20636.8125,135.0
860,1512518400,422.48,791746,13403976,96178679.0,40633.56830390001,123628.5175,1468.45,5473,1801,21174,15.36,42116421717,6722801,33872524569,20641.21875,42.0
861,1512604800,421.15,659068,13563836,96199585.25,40514.455328,125209.8857,1480.719,5798,1508,17899,14.57,59656597683,6730260,37125990058,20906.25,144.0
862,1512950400,513.29,828899,13685739,96219914.75,49388.720042,128336.6496,1575.7120000000002,5749,1288,23554,14.68,35272081823,7799361,42190609044,20329.5,61.0
863,1513036800,656.52,872340,13835239,96240488.2812,63183.8053664,128931.8969,1556.261,5715,1443,25607,14.73,38367405491,7906762,42534383833,20573.53125,52.0
864,1513123200,699.09,909631,14031511,96261094.625,67295.1686414,134096.1365,1612.737,5659,1525,26216,14.96,38631503447,7995336,41625003479,20606.34375,100.0
865,1513209600,693.58,942559,14252053,96281880.0312,66779.1863521,137629.7703,1641.299,5694,1551,26049,14.82,41791954659,7995365,43964305213,20785.40625,76.0
866,1513296000,684.27,904346,14448281,96302709.875,65897.0552862,143758.2604,1716.279,5800,1437,26180,14.52,35432934113,7995378,42607604617,20829.84375,94.0
867,1513382400,692.83,899857,14626324,96323094.125,66735.5293026,141945.8652,1740.332,5775,1272,26389,14.58,35296363949,7996145,42279195527,20384.25,152.0
868,1513468800,717.71,876574,14830225,96343439.1875,69146.6497393,142954.4584,1754.69,5781,1258,25965,14.66,29121338315,7995227,41694276203,20345.0625,88.0
869,1513555200,785.99,984021,15048543,96364002.7812,75741.142546,147283.4924,1783.753,5781,1353,27932,14.67,27442929390,7996603,43186977264,20563.59375,235.0
870,1513641600,812.5,1092234,15279164,96384632.2812,78312.5137285,144785.8066,1736.465,5604,1600,31463,15.02,34330952644,7995859,43342615632,20629.5,70.0
871,1513728000,799.17,986104,15516708,96405263.6562,77044.19455619999,143787.1073,1716.149,5571,1668,27465,15.03,41559360197,7996312,41579518582,20631.375,44.0
872,1513814400,789.39,1072665,15776743,96425678.4688,76117.4663264,143918.9673,1741.54,5570,1570,30221,15.07,41640835518,7997245,42822071285,20414.8125,110.0
873,1513900800,657.83,1103523,16028810,96446249.75,63445.236473000004,143237.655,1725.8029999999999,5652,1519,29198,14.92,40786863196,7995981,42339693488,20571.28125,153.0
874,1513987200,700.44,918881,16225562,96467085.0312,67569.4050393,149570.4924,1792.3570000000002,5947,1263,26198,14.25,33285710975,7995367,41686739250,20835.28125,141.0
875,1514073600,675.91,758234,16369637,96487589.1875,65216.926407700004,148933.7151,1822.645,5981,1079,20519,14.14,30228420219,7995468,39798116384,20504.15625,86.0
876,1514160000,723.14,752361,16504753,96508036.0625,69788.82119819999,150660.6855,1853.229,6032,992,21721,14.17,26111076108,7995920,36883633123,20446.875,190.0
877,1514246400,753.4,813510,16664340,96528419.75,72724.5114396,151469.2196,1865.8310000000001,5992,1022,22433,14.23,25927218047,7996823,38712289894,20383.6875,70.0
878,1514332800,739.94,912752,16858137,96548952.875,71440.4321903,152530.5011,1864.0220000000002,5966,1104,24734,14.2,25108575762,7996690,41512701145,20533.125,137.0
879,1514419200,716.69,949503,17052881,96569387.0,69210.31396900001,156618.8488,1916.424,5889,1172,25965,14.46,24132948080,7996541,41331549758,20434.125,122.0
880,1514505600,739.6,1090191,17303659,96589852.3438,71437.8547934,153605.9851,1870.5510000000002,5786,1309,29542,14.71,25027593719,7996704,43383854091,20465.34375,105.0
881,1514592000,692.99,1136659,17585213,96610395.6875,66950.0381075,154787.985,1874.64,5773,1361,29346,14.66,24163343242,7996467,41534605727,20543.34375,119.0
882,1514678400,741.13,946981,17776281,96630853.0625,71616.02413019999,156919.1805,1919.555,5907,1156,25038,14.27,24709168252,7996646,40470099836,20457.375,98.0
883,1514764800,756.2,908945,17938270,96651474.4062,73087.844946,159441.8475,1935.0720000000001,5926,1193,24025,14.2,23306357402,7996099,39876127062,20621.34375,119.0
884,1514851200,861.97,1153936,18191370,96672035.4688,83328.394413,159057.5377,1924.73,5750,1390,30157,14.74,26315022737,7996534,42671435301,20561.0625,167.0
885,1514937600,941.1,1238030,18506786,96692634.6875,90997.4385044,158805.4552,1904.3429999999998,5540,1665,32473,15.12,27919698108,7997271,41794056176,20599.21875,81.0
886,1515024000,944.83,1349890,18859674,96713600.5625,91377.9112195,162473.4175,1895.45,5454,1952,33681,15.39,33357029107,7998221,41332879147,20965.875,98.0
887,1515110400,967.13,1271577,19204548,96734515.4375,93554.85191510001,166391.1687,1933.0639999999999,5341,2096,33416,15.56,84460889356,7997843,40379621205,20914.875,54.0
888,1515196800,1006.41,1226417,19514639,96755466.5938,97375.6691346,163074.7937,1899.132,5416,2003,32655,15.59,95788574583,7998194,41149583911,20951.15625,52.0
889,1515283200,1117.75,1152722,19763407,96776644.5312,108172.094425,169010.8826,1950.6470000000002,5528,1958,31266,15.15,74588438927,7998061,42259801663,21177.9375,59.0
890,1515369600,1136.11,1215473,20033919,96797247.9688,109972.32139000001,168775.8944,2005.81,5408,1862,32502,15.42,73644673858,7998440,41554528829,20603.4375,92.0
891,1515456000,1289.24,1256240,20318500,96817983.7812,124821.61740999999,170785.6861,2009.517,5377,1966,33037,15.45,76790296973,7998237,40838021653,20735.8125,54.0
892,1515542400,1248.99,1177685,20602130,96839065.7188,120951.024692,174332.6871,2005.905,5415,2094,30646,15.31,95442073535,7998394,41211834716,21081.9375,54.0
893,1515628800,1139.32,1173965,20895898,96860099.0,110354.647993,179701.776,2075.422,5430,2051,31298,15.47,82600430565,7998324,40874997008,21033.28125,83.0
894,1515715200,1261.03,1118757,21155166,96881014.25,122169.8654,180394.1239,2099.697,5419,2004,30655,15.46,60014533220,7998442,41302749226,20915.25,96.0
895,1515801600,1385.02,1179321,21395471,96901697.4688,134210.789028,181051.4051,2140.802,5394,1913,31264,15.57,63717170951,7998694,41404605848,20683.21875,76.0
896,1515888000,1359.48,1081593,21604361,96922723.7188,131764.504441,185408.671,2169.1679999999997,5625,1760,29323,14.78,58397110440,7998479,42756086884,21026.25,37.0
897,1515974400,1278.69,1206420,21839435,96943133.0938,123960.21485599999,181636.7811,2189.3720000000003,5424,1744,31846,15.34,53860527328,7999213,42043952117,20409.375,70.0
898,1516060800,1050.26,1277936,22114259,96964022.5625,101837.434336,187122.9824,2201.7470000000003,5522,1821,32767,15.02,54778776336,7998961,42377287097,20889.46875,40.0
899,1516147200,1024.69,1277083,22381860,96984863.9375,99379.4202281,191023.8179,2257.174,5572,1740,32427,14.96,52114059603,7998965,42082782990,20841.375,47.0
900,1516233600,1012.97,1205184,22634368,97005421.25,98263.5815636,189281.4868,2275.486,5569,1618,31705,14.9,53748001984,7999398,42002307855,20557.3125,78.0
901,1516320000,1037.36,1043257,22828921,97026051.6875,100650.94497899999,188933.6732,2268.78,5685,1510,28846,14.67,51161244711,7998880,40650250975,20630.4375,50.0
902,1516406400,1150.5,984489,23003063,97046812.625,111652.357925,196739.0047,2363.823,5873,1318,27414,14.38,51085545977,7998943,42221424863,20760.9375,50.0
903,1516492800,1049.09,1006530,23162408,97067087.2812,101832.110596,192489.0949,2372.815,5810,1199,26798,14.44,40356756648,7998945,41120535667,20274.65625,37.0
904,1516579200,999.64,972911,23338178,97087654.1562,97052.7026008,197018.312,2395.157,5883,1224,25864,14.31,33802546511,7998628,42384341493,20566.875,70.0
905,1516665600,984.47,928494,23505384,97108140.2188,95600.05080119999,196608.2455,2399.2870000000003,5898,1182,25079,14.37,39247302060,7998364,42585249220,20486.0625,153.0
906,1516752000,1061.78,913668,23669931,97128715.625,103129.327676,201694.5298,2459.967,5961,1123,24566,14.16,37646911483,7998790,41116424115,20575.40625,105.0
907,1516838400,1046.37,788515,23769900,97149055.0625,101653.856746,203394.4979,2507.603,5910,1098,23671,14.29,33569002791,7998366,38694327499,20339.4375,118.0
908,1516924800,1048.58,953429,23937049,97169456.0938,101889.948271,203454.7751,2500.853,5910,1119,26059,14.24,28114173259,7998293,40325654323,20401.03125,137.0
909,1517011200,1109.08,831992,24068667,97189877.2812,107791.349095,202106.5578,2485.341,6004,1022,22450,14.04,27546279427,7998084,36907616933,20421.1875,127.0
910,1517097600,1231.58,889104,24218600,97210440.5938,119722.43442599999,204748.658,2500.394,6017,1058,24197,14.03,27800189170,7998118,39324531791,20563.3125,62.0
911,1517184000,1169.96,936845,24362665,97230997.3438,113756.377652,213099.1585,2591.382,5925,1180,25248,14.31,37028443300,7998334,40261018198,20556.75,52.0
912,1517270400,1063.75,906578,24517031,97251302.2812,103451.072802,210494.5728,2596.25,5867,1138,25224,14.31,30081646328,7998034,40864587588,20304.9375,97.0
913,1517356800,1111.31,877284,24670526,97271840.6562,108099.16924,215826.4032,2626.765,5883,1216,24902,14.4,29402730461,7998107,41266872563,20538.375,85.0
914,1517443200,1026.19,1008759,24828260,97292382.7812,99840.4702863,221004.0257,2666.119,5778,1384,26328,14.59,40436332603,7997985,41536066787,20542.125,95.0
915,1517529600,917.47,981133,24999905,97313024.375,89281.78047330001,224386.69,2711.47,5865,1285,26186,14.43,35386250064,7997566,40854960763,20641.59375,67.0
916,1517616000,970.87,814486,25122116,97333343.4688,94498.0231735,223750.0072,2765.665,5973,1017,22592,14.16,29301000333,7997718,39679298889,20319.09375,74.0
917,1517702400,827.59,800876,25254067,97353658.9062,80568.9145742,223628.198,2759.422,5960,1042,22742,14.16,29029951503,7997955,38898471198,20315.4375,95.0
918,1517788800,695.08,875761,25384970,97374292.7188,67682.9233829,229317.1819,2786.2470000000003,6025,1086,24175,14.0,26867195837,7997493,40245262197,20633.8125,75.0
919,1517875200,785.01,888219,25526820,97394674.3438,76455.79330660001,226643.546,2787.077,5926,1100,24934,14.31,27964527864,7997730,39381740316,20381.625,138.0
920,1517961600,751.81,818625,25643425,97415108.0938,73237.652416,232001.6424,2837.218,5913,1152,22972,14.32,26694182218,7997852,38974098416,20433.75,105.0
921,1518048000,813.55,681344,25726766,97435492.4375,79268.64487250001,229493.3998,2821.72,6002,1025,20093,14.03,24968333160,7997334,37504769448,20384.34375,123.0
922,1518134400,877.88,789807,25837403,97455764.5625,85554.46659410001,232843.1343,2877.238,5936,1056,22095,14.26,22856286885,7997095,38742315523,20272.125,168.0
923,1518220800,850.75,848390,25966970,97476452.2812,82928.0917783,234466.2002,2834.4590000000003,6022,1125,22121,14.02,23836230354,7997319,40043083880,20687.71875,84.0
924,1518307200,811.24,773496,26075186,97496576.5625,79093.1227706,236401.4541,2950.7490000000003,5955,967,20982,14.26,21902813565,7996376,38287873264,20124.28125,119.0
925,1518393600,865.27,829020,26210379,97517062.5312,84378.5886964,241154.4129,2943.7329999999997,5945,1133,22178,14.21,20824108310,7997134,38752828307,20485.96875,129.0
926,1518480000,840.98,745822,26316941,97537506.9688,82027.09261060001,242643.0985,2971.5609999999997,5965,1090,20432,14.23,21675219499,7996573,37040485585,20444.4375,125.0
927,1518566400,920.11,746384,26424354,97557559.5312,89763.68610030001,236293.682,2952.817,5860,1054,21848,14.45,22501126990,7996785,36680999206,20052.5625,129.0
928,1518652800,927.95,777318,26539853,97578167.9375,90547.6609376,238380.58899999998,2892.302,5966,1155,21805,14.2,21565784189,7996112,38240882715,20608.40625,116.0
929,1518739200,938.02,704758,26638444,97598540.1875,91549.3826667,243106.1504,2991.223,5958,1064,20711,14.22,21590561665,7996526,37933382560,20372.25,85.0
930,1518825600,974.77,772079,26736333,97619091.3125,95156.1616387,243542.0698,2973.719,6036,1040,21891,14.05,21836733413,7996281,39190067077,20551.125,78.0
931,1518912000,913.9,756092,26823106,97639437.4062,89232.6818456,243539.0262,3003.822,5984,1021,20735,14.12,23119908681,7996018,39397382859,20346.09375,67.0
932,1518998400,939.79,811384,26922296,97659862.1562,91779.76185580001,242911.4767,2976.958,5898,1152,21811,14.34,19905796465,7996493,39606612657,20424.75,128.0
933,1519084800,884.69,886897,27047792,97680269.4688,86416.75759630001,239653.9119,2932.875,5814,1246,24413,14.42,20246730594,7996977,41973901118,20407.3125,76.0
