,UnixTimeStamp,eth_etherprice,eth_tx,eth_address,eth_supply,eth_marketcap,eth_hashrate,eth_difficulty,eth_blocks,eth_uncles,eth_blocksize,eth_blocktime,eth_gasprice,eth_gaslimit,eth_gasused,eth_ethersupply,eth_ens_register
660,1495238400,123.06,130912,2017264,91782839.0938,11294.796178899998,29609.4667,439.714,5489,329,4179,15.59,22578527232,4304681,7231434396,28652.03125,1842.0
661,1495324800,148.0,149699,2041878,91811493.1562,13588.100987099999,30501.1451,451.327,5437,402,4586,15.77,22366670221,4308439,7608565060,28654.0625,1986.0
662,1495411200,160.39,176255,2074888,91840262.375,14730.259682299999,31382.7051,463.103,5468,387,5328,15.71,22950916506,4308849,8262616027,28769.21875,2100.0
663,1495497600,169.5,187121,2119587,91868838.4688,15571.7681205,30236.4543,448.717,5419,403,6627,15.83,22876914693,4312520,10792046776,28576.09375,2229.0
664,1495584000,193.03,187293,2162097,91897482.8438,17738.9711133,30975.705,458.978,5427,404,6666,15.77,23511877462,4317916,11331763125,28644.375,3003.0
665,1495670400,177.33,183010,2201139,91926318.0,16301.293970899998,31139.2104,457.711,5465,413,5952,15.71,22627478169,4311181,9970769428,28835.15625,2234.0
666,1495756800,162.83,169818,2235403,91955285.5,14973.079138,31197.0515,456.542,5492,412,5559,15.57,22767260891,4311949,9457379360,28967.5,1917.0
667,1495843200,156.63,149450,2262189,91984057.2188,14407.4628822,32153.7231,473.26800000000003,5439,431,5127,15.76,22312210827,4309863,8220637008,28771.71875,1971.0
668,1495929600,172.86,155271,2288310,92012880.5,15905.3465232,31940.9693,469.17699999999996,5453,429,5379,15.7,21916364414,4311272,8823289197,28823.28125,2102.0
669,1496016000,194.17,158547,2316858,92042417.8438,17871.8762727,34015.7294,487.713,5579,447,4922,15.32,22429141176,4310470,8502914345,29537.34375,3863.0
670,1496102400,228.58,193618,2360680,92072237.2188,21045.8719835,36263.7391,513.217,5581,524,7069,15.3,24758885831,4369809,12123850008,29819.375,3124.0
671,1496188800,228.64,214126,2406002,92100985.6562,21057.9693604,35309.9381,519.724,5412,458,6843,15.87,38210063774,4307816,12807114092,28748.4375,1970.0
672,1496275200,220.7,199160,2445012,92129055.0312,20332.882445400002,37244.2449,561.001,5276,460,6541,16.22,23808562950,4310276,10585577059,28069.375,2043.0
673,1496361600,222.04,194911,2486438,92155875.6562,20462.2906307,36298.9273,574.506,5087,372,7542,16.82,22913829909,4479219,12488700413,26820.625,2108.0
674,1496448000,224.3,175666,2521601,92183405.8125,20676.737923700002,37390.2818,575.748,5206,405,6636,16.51,22677818318,4684698,10201890636,27530.15625,2157.0
675,1496534400,244.96,180136,2557692,92210634.5625,22587.917042400004,38378.7011,597.678,5160,388,6458,16.61,23508783552,4697427,10633567472,27228.75,2555.0
676,1496620800,247.75,190305,2595526,92238426.9062,22852.070266,39283.0384,599.656,5249,411,6439,16.31,22886137204,4695961,9761889950,27792.34375,1748.0
677,1496707200,264.26,200523,2638490,92265908.1562,24382.188889400004,39838.9042,615.097,5208,388,7374,16.44,23539130279,4698863,10984663716,27481.25,1721.0
678,1496793600,255.77,207180,2682778,92293678.9375,23605.9542618,41466.1245,632.534,5239,425,7388,16.39,23555770569,4699189,11557499687,27770.78125,2596.0
679,1496880000,259.41,187700,2720240,92321310.1875,23949.0710757,41827.9352,640.655,5209,432,6932,16.43,23571788218,4698879,10261845222,27631.25,1893.0
680,1496966400,279.11,215831,2760852,92348960.1875,25775.518277900002,41762.2012,639.988,5214,424,7482,16.42,22518978783,4699464,11058393071,27650.0,1748.0
681,1497052800,335.95,213356,2804195,92377118.9375,31034.093107099998,43934.269,662.2330000000001,5332,400,6592,16.02,22422146714,4695663,9841868154,28158.75,1744.0
682,1497139200,339.68,240490,2859713,92405045.6562,31388.1459085,45025.9063,682.857,5246,451,8658,16.37,23843612254,4699049,12661099741,27926.71875,1975.0
683,1497225600,394.66,292941,2919025,92433146.2812,36479.6655114,44971.345,676.331,5237,508,9451,16.31,30391141090,4690819,15111081528,28100.625,1828.0
684,1497312000,388.09,280054,2978427,92461422.375,35883.3534095,46524.8904,694.617,5272,515,8807,16.21,24903912970,4694798,12308459502,28276.09375,1785.0
685,1497398400,343.84,250410,3031828,92489691.125,31801.655396399998,47653.2451,713.189,5293,480,7942,16.15,22812812579,4705729,11460738761,28268.75,1751.0
686,1497484800,344.68,261617,3084273,92517889.875,31889.066282099997,48524.7456,728.25,5305,452,8192,16.11,23411815379,4707132,11866655521,28198.75,1846.0
687,1497571200,353.61,248003,3132387,92546260.8125,32725.2832859,49363.4715,737.125,5336,450,8034,16.03,22083654403,4705482,11936721304,28370.9375,1985.0
688,1497657600,368.1,242022,3178828,92574559.875,34076.69549,50988.985,761.53,5279,506,7958,16.17,20940055933,4706759,11471789945,28299.0625,2067.0
689,1497744000,351.53,245957,3231660,92603147.375,32552.7843967,51996.5122,769.923,5347,488,7931,15.97,19777146521,4707117,12442644327,28587.5,1804.0
690,1497830400,358.2,286209,3292231,92631780.3438,33180.7037191,52568.3389,775.466,5334,523,8956,16.0,21054562068,4707483,13844965069,28632.96875,1734.0
691,1497916800,350.53,308488,3354447,92658489.7188,32479.580401099996,53605.3273,847.174,4967,500,9258,17.32,35606261848,4708118,16318742376,26709.375,920.0
692,1498003200,325.3,221289,3386889,92684640.5,30150.3135547,54107.974,874.309,4898,449,6195,17.52,58264077197,4710146,16194449431,26150.78125,598.0
693,1498089600,320.97,284225,3442987,92711173.7812,29757.5054486,54738.2538,872.419,4944,477,8691,17.31,41150573699,4711355,16900771803,26533.28125,2285.0
694,1498176000,326.85,276012,3499011,92737276.2812,30311.178752499996,54340.7602,881.5319999999999,4890,436,9123,17.53,40960227374,4711232,12816221982,26102.5,2498.0
695,1498262400,304.54,250570,3549828,92763771.2812,28250.278906,55696.7824,888.68,4939,476,8935,17.25,47309213754,4711131,13618865563,26495.0,2111.0
696,1498348800,279.36,231135,3593921,92790154.4062,25921.857534900002,56394.2575,904.654,4926,460,8979,17.32,34521352334,4710925,12409519930,26383.125,2067.0
697,1498435200,253.68,316788,3646944,92816853.4688,23545.779388,58414.4698,923.8530000000001,4965,498,9544,17.2,49580734026,4711354,13547864341,26699.0625,907.0
698,1498521600,286.14,252995,3688934,92843435.8125,26566.2207234,58319.7387,930.3589999999999,5001,415,7911,17.06,31580245373,4711731,11678415830,26582.34375,1796.0
699,1498608000,315.86,274241,3739249,92870078.4688,29333.942985100002,59928.6376,950.061,4961,489,10005,17.24,43482890266,4714751,15232354556,26642.65625,2096.0
700,1498694400,292.9,263791,3787958,92897087.375,27209.5568921,61553.5382,962.7489999999999,5027,497,9460,16.96,35022170593,5348530,14345970753,27008.90625,2141.0
701,1498780800,280.68,252652,3835524,92923943.625,26081.892496700002,61650.5709,972.0089999999999,5036,444,8800,16.98,27223635401,6700851,13795600568,26856.25,2075.0
702,1498867200,261.0,240465,3871530,92950626.75,24260.1135817,62556.7775,992.6360000000001,5009,436,8106,17.05,26689728580,6705064,12521038121,26683.125,1573.0
703,1498953600,283.99,248617,3905337,92977339.0938,26404.6345292,63113.6089,1002.2080000000001,5034,407,8503,16.97,25581333280,6705848,13002683664,26712.34375,1902.0
704,1499040000,276.41,302032,3960081,93004470.3438,25707.3656477,64997.08,1012.942,5052,492,10143,16.85,28117349173,6706724,16175176848,27131.25,2010.0
705,1499126400,269.05,281465,4010868,93031836.125,25030.2155094,66569.3952,1027.254,5078,521,10132,16.81,24664144555,6705980,15136378093,27365.78125,1712.0
706,1499212800,266.0,271606,4053898,93058596.4375,24753.5866524,64822.7346,1022.956,4985,490,10094,17.16,26133024523,6704885,14865252727,26760.3125,1595.0
707,1499299200,265.88,258791,4089182,93085523.0,24749.5788552,65978.5137,1037.2169999999999,5046,450,8830,16.96,24841070314,6704387,13174610768,26926.5625,1774.0
708,1499385600,240.94,295389,4131556,93112810.9688,22434.6006748,67085.5686,1038.1860000000001,5084,499,9709,16.78,27021742038,6705034,13873012367,27287.96875,1925.0
709,1499472000,245.67,248142,4169731,93139877.375,22881.6736747,67464.2959,1055.963,5087,433,8884,16.78,26089973919,6708736,12858510908,27066.40625,1586.0
710,1499558400,237.72,225189,4199674,93166818.1562,22147.6160121,68072.3545,1071.108,5094,397,6980,16.81,26860797614,6718282,10477343982,26940.78125,1767.0
711,1499644800,205.76,302633,4236883,93191251.75,19175.031960099997,69107.6248,1198.735,4594,387,10586,18.59,22840512365,6716413,13402974481,24433.59375,1529.0
712,1499731200,190.55,291677,4279139,93215219.875,17762.1601472,68636.1856,1214.203,4520,364,10484,18.95,24575033101,6719173,14105413216,23968.125,1718.0
713,1499817600,224.15,283828,4320310,93239157.8438,20899.5572307,66929.7884,1185.9589999999998,4509,367,10735,18.95,24301621064,6718363,14232178771,23937.96875,1482.0
714,1499904000,205.41,260745,4368629,93262929.4062,19157.1383293,67583.3821,1207.945,4512,322,10676,18.88,23629822115,6717910,14997729804,23771.5625,1980.0
715,1499990400,197.14,249381,4400742,93286700.6562,18390.540167400002,66162.8973,1182.556,4502,332,10040,19.02,23119742999,6716113,12734885135,23771.25,2209.0
716,1500076800,169.1,231961,4428324,93310853.0,15778.865242299998,68590.0251,1207.945,4603,303,8747,18.58,26644007281,6716173,10654024056,24152.34375,2875.0
717,1500163200,155.42,249138,4460257,93334862.6875,14506.104358899998,70207.4606,1243.782,4575,302,9225,18.71,24225254470,6716029,11266129267,24009.6875,3332.0
718,1500249600,189.97,248473,4498727,93358380.9688,17735.291632599998,66693.2842,1204.494,4459,325,9814,19.17,25008451290,6718321,11980769662,23518.28125,2651.0
719,1500336000,227.09,271055,4548962,93382331.2812,21206.1936107,68408.1739,1213.897,4551,318,11286,18.82,26922445269,6717085,14125844187,23950.3125,2170.0
720,1500422400,194.41,270122,4584881,93406814.875,18159.2188798,71183.4584,1233.999,4637,347,10282,18.43,25859171423,6720068,12131955982,24483.59375,2251.0
721,1500508800,226.33,250065,4626800,93431307.6875,21146.3078689,73430.2935,1271.4180000000001,4632,358,9370,18.44,23785270501,6719188,11664100238,24492.8125,724.0
722,1500595200,216.33,232560,4665313,93455149.875,20217.1525725,73178.0557,1304.971,4543,302,8661,18.85,34121661718,6716253,10446514542,23842.1875,688.0
723,1500681600,230.47,205574,4692029,93479457.2188,21544.2105052,72967.3365,1278.26,4649,283,7992,18.45,24728177686,6715453,9524071657,24307.34375,680.0
724,1500768000,228.32,260490,4728803,93503940.5,21348.819695,75690.2025,1315.0279999999998,4660,313,9282,18.33,24411781141,6718064,11670362240,24483.28125,596.0
725,1500854400,225.48,263095,4766918,93527999.4062,21088.693306099998,73612.8357,1302.508,4582,301,10560,18.62,24993645320,6719529,13611993829,24058.90625,538.0
726,1500940800,203.59,242956,4807986,93552692.0625,19046.392577000002,77165.6725,1328.375,4686,333,9766,18.24,26699669746,6717047,12380952661,24692.65625,637.0
727,1501027200,202.88,223010,4842532,93577207.0625,18984.9437688,76836.4143,1331.461,4650,336,8403,18.43,26644959295,6717215,10833315646,24515.0,691.0
728,1501113600,202.93,225435,4872429,93601559.7188,18994.5645137,75616.4916,1321.721,4634,309,8346,18.45,25759576270,6719491,10120647777,24352.65625,569.0
729,1501200000,191.21,246494,4903853,93626244.875,17902.2742825,77536.4097,1332.368,4647,381,9258,18.45,25160319003,6716225,11945897337,24685.15625,511.0
730,1501286400,206.14,198773,4930947,93650737.375,19305.1630025,76584.8357,1332.1779999999999,4683,284,7452,18.29,24073380192,6716620,9555608826,24492.5,512.0
731,1501372800,196.78,206624,4974090,93675455.0312,18433.456041,79028.534,1359.901,4704,317,7621,18.25,23908993567,6715754,11830615520,24717.65625,654.0
732,1501459200,201.33,250090,5010515,93699513.625,18864.5230781,80870.2609,1426.54,4535,363,9291,18.87,22305961187,6716796,12631771948,24058.59375,919.0
733,1501545600,225.9,218582,5049868,93720934.0938,21171.5590118,80820.0069,1606.73,4087,259,9503,20.93,25462492943,6716626,12712633763,21420.46875,726.0
734,1501632000,218.12,231068,5088235,93742069.4062,20447.020178900002,79694.0246,1606.524,4044,242,9426,21.24,25145539900,6717179,11528446756,21135.3125,986.0
735,1501718400,224.39,236335,5129817,93763035.8125,21039.487606,76659.268,1555.875,3976,281,9597,21.55,24881344614,6716926,12302333888,20966.40625,724.0
736,1501804800,220.6,257160,5169164,93784340.8125,20688.825583200003,79754.3216,1590.668,4040,292,10507,21.13,22630338284,6715427,12936116501,21305.0,359.0
737,1501891200,253.09,261400,5207095,93805528.625,23741.2412397,78990.8015,1585.6889999999999,4034,270,10427,21.22,23984146001,6717059,12932883007,21187.8125,481.0
738,1501977600,264.56,265127,5250459,93826794.25,24822.8166868,80020.6258,1598.932,4032,292,10463,21.29,24293412889,6718368,12563169019,21265.625,768.0
739,1502064000,269.94,281172,5302339,93848415.8125,25333.4413644,82348.3479,1619.9679999999998,4094,298,11867,20.92,25187717437,6714909,13825333409,21621.5625,845.0
740,1502150400,296.51,318866,5357059,93870051.125,27833.408859099996,83308.9277,1636.256,4093,306,13278,20.88,23836962422,6716451,15480719454,21635.3125,1392.0
741,1502236800,295.28,280308,5409615,93891780.5,27724.364945999998,84931.897,1661.335,4113,304,11373,20.85,24062207266,6715690,14138834844,21729.375,716.0
742,1502323200,298.28,338241,5469308,93913244.25,28012.4424949,83442.1715,1650.1270000000002,4029,340,13581,21.07,24244829373,6718003,15013390317,21463.75,749.0
743,1502409600,309.32,356682,5529892,93935146.2812,29056.0194477,84627.2607,1640.151,4105,353,14429,20.79,25055821756,6717068,16970909183,21902.03125,900.0
744,1502496000,308.02,338654,5585573,93957067.2188,28940.655844700002,87270.9302,1692.527,4113,342,13642,20.73,24802395477,6720718,16866888987,21920.9375,383.0
745,1502582400,296.62,333011,5647075,93979101.9062,27876.0812074,87653.9263,1690.846,4129,350,12993,20.73,22053673388,6720021,16412188461,22034.6875,1938.0
746,1502668800,299.16,410061,5725888,94001140.0312,28121.381051700002,89584.3061,1728.855,4133,344,15655,20.61,22124106465,6720094,19420639505,22038.125,1106.0
747,1502755200,286.52,413246,5810917,94023364.4062,26939.574369700003,90812.4199,1734.349,4132,392,16403,20.73,21732658516,6721524,22420514846,22224.375,366.0
748,1502841600,301.38,413624,5866922,94045930.1875,28343.562439899997,91289.1473,1713.531,4166,437,17360,20.43,34716303601,6722669,23252716251,22565.78125,326.0
749,1502928000,300.3,428007,5934207,94068463.1562,28248.759485799997,92534.9297,1738.425,4144,455,17330,20.61,29045025650,6718785,22078488852,22532.96875,593.0
750,1503014400,292.62,443356,6004737,94090773.625,27532.842178099996,91777.3051,1745.4460000000001,4136,407,17335,20.68,44653492844,6714227,21706184631,22310.46875,742.0
751,1503100800,293.02,377418,6067912,94113338.0,27577.090300800002,95425.5042,1795.854,4211,380,16348,20.29,25853813413,6711012,19220763789,22564.375,1633.0
752,1503187200,298.2,309926,6127189,94135470.5,28071.197303099994,93281.2322,1792.5929999999998,4156,340,12825,20.65,22972240493,6709809,15896801546,22132.5,535.0
753,1503273600,321.85,392880,6186106,94158216.2812,30304.8219101,95741.8313,1785.0870000000002,4233,401,15179,20.31,23061643547,6711475,17401005729,22745.78125,277.0
754,1503360000,313.37,364727,6252808,94180738.9375,29513.418160799996,95942.1567,1804.398,4185,409,14259,20.38,23423033219,6708686,17186834718,22522.65625,581.0
755,1503446400,317.4,374711,6322823,94203348.9375,29900.1429528,98296.3711,1843.057,4216,392,14352,20.38,23256200293,6710940,17213958732,22610.0,720.0
756,1503532800,325.28,352465,6375451,94225880.6562,30649.794459900004,97228.3329,1828.1889999999999,4184,411,13796,20.51,24488987225,6712606,15605369701,22531.71875,595.0
757,1503619200,330.06,352621,6425907,94244701.4375,31106.4061565,95339.2953,2154.673,3554,269,15772,24.18,25311366617,6712044,14108202514,18820.78125,1017.0
758,1503705600,332.86,306268,6471420,94263267.2188,31376.4711264,95944.7226,2200.006,3499,269,14625,24.58,22816054496,6714048,14015346534,18565.78125,472.0
759,1503792000,347.88,324173,6521068,94281902.6875,32798.7883069,95506.9876,2180.133,3514,271,14945,24.43,22152769744,6714308,15001225365,18635.46875,392.0
760,1503878400,347.66,363799,6574380,94300328.1562,32784.452086799996,92566.5693,2133.303,3446,303,17757,25.0,23023333378,6714858,16485319187,18425.46875,436.0
761,1503964800,372.35,394649,6636587,94319408.3125,35119.8316852,99235.369,2204.097,3541,349,18455,24.22,26062902403,6720141,20167518335,19080.15625,326.0
762,1504051200,383.86,400220,6703644,94338352.2188,36212.719882699996,99678.7102,2231.15,3531,329,18827,24.21,25922353625,6715003,18328764907,18943.90625,405.0
763,1504137600,388.33,384421,6771516,94357118.3125,36641.6997543,97955.4642,2215.5370000000003,3473,347,17436,24.64,36202779201,6715657,19022461476,18766.09375,185.0
764,1504224000,391.42,390997,6837885,94375947.6875,36940.633443800005,98985.3654,2233.569,3521,308,18436,24.43,29038234385,6718999,19038356374,18829.375,371.0
765,1504310400,351.03,331797,6892287,94394795.8125,33135.4051741,98883.0465,2231.26,3541,288,15334,24.2,62682734227,6716871,15951133510,18848.125,420.0
766,1504396800,352.45,302525,6941689,94413437.8438,33276.016168,98450.1542,2250.2889999999998,3539,241,13871,24.24,24625907338,6713503,14093399641,18642.03125,479.0
767,1504483200,303.7,442592,7004719,94432358.9375,28679.1074093,99991.3961,2243.9629999999997,3527,323,19760,24.33,27792328086,6717796,18669548895,18921.09375,535.0
768,1504569600,317.94,444572,7067974,94451460.1875,30029.897252,100474.3339,2231.041,3559,332,19704,24.08,30139309787,6718965,20587720062,19101.25,227.0
769,1504656000,338.92,496376,7136790,94470348.4688,32017.890503,99614.2702,2232.6,3510,345,22603,24.44,36519706124,6720505,21850533489,18888.28125,224.0
770,1504742400,335.37,448347,7201288,94489481.125,31688.937284900003,101735.9047,2253.842,3547,353,21135,24.16,36147491376,6715732,21860214702,19132.65625,207.0
771,1504828800,306.72,463670,7267913,94508748.3125,28987.7232824,106728.0408,2351.174,3592,330,20975,23.86,42275877643,6719904,21076267456,19267.1875,229.0
772,1504915200,303.79,383654,7329084,94527784.0938,28716.595529799997,104087.0767,2321.405,3561,313,17147,24.01,29941043195,6716947,17994285809,19035.78125,273.0
773,1505001600,299.21,325128,7379849,94546772.8438,28289.339902599997,102462.2609,2289.896,3574,292,14680,24.03,36135150446,6715625,15867451570,18988.75,402.0
774,1505088000,297.95,365384,7444820,94565618.9375,28175.8261624,102521.0502,2312.746,3551,279,16764,24.12,26441744516,6714227,17619207471,18846.09375,217.0
775,1505174400,294.1,404898,7508515,94584931.4375,27817.4283358,108070.1938,2375.29,3603,328,18037,23.83,28430040166,6714220,19047548800,19312.5,199.0
776,1505260800,275.84,365679,7563718,94603829.7188,26095.5203896,103537.1178,2324.138,3536,313,16933,24.19,27123610125,6715468,18052205923,18898.28125,274.0
777,1505347200,223.14,380251,7618435,94623119.4062,21114.2028643,105590.7742,2321.976,3599,330,17288,23.71,28372005082,6715044,18330776595,19289.6875,296.0
778,1505433600,259.57,441767,7679736,94642655.8125,24566.394169299998,109240.2979,2366.097,3616,373,19312,23.56,35527257414,6717105,20666662769,19536.40625,260.0
779,1505520000,254.49,373764,7729925,94661993.7812,24090.530797400002,107169.6341,2350.116,3609,331,16698,23.68,35281116400,6717637,20417940497,19337.96875,539.0
780,1505606400,258.4,289517,7772453,94681215.8125,24465.626166,108004.7306,2390.881,3630,273,14350,23.67,32847109838,6716056,16461120596,19222.03125,267.0
781,1505692800,297.53,362764,7822945,94700280.8125,28176.1745501,105851.5969,2351.653,3557,332,17536,23.99,27527967857,6718339,18065378622,19065.0,646.0
782,1505779200,283.0,337752,7878304,94719653.7812,26805.662020099997,108650.3899,2380.774,3628,315,16596,23.53,28240983765,6717099,18037053711,19372.96875,360.0
783,1505865600,283.56,324984,7943832,94738835.8125,26864.144282999998,107391.0713,2380.9570000000003,3600,297,16028,23.74,30102925181,6715542,19198494584,19182.03125,170.0
784,1505952000,257.77,317074,8006858,94758172.2188,24425.8140528,109411.54,2405.383,3645,285,16104,23.53,23983898010,6717385,17557702349,19336.40625,453.0
785,1506038400,262.94,271470,8042491,94773915.8125,24919.853423700002,108415.5019,2938.237,3001,187,16972,28.57,24379043547,6716774,14989028970,15743.59375,463.0
786,1506124800,286.14,260107,8078626,94788921.5938,27122.902024799998,103936.50099999999,2960.802,2884,149,15951,29.78,23562292733,6713163,14148926235,15005.78125,167.0
787,1506211200,282.6,280929,8112522,94804383.0,26791.718635799996,106744.3503,2945.612,2938,193,17983,29.19,28226701571,6715000,15049348283,15461.40625,142.0
788,1506297600,294.89,306614,8153119,94819257.375,27961.250807300003,101530.2447,2912.421,2836,176,19577,30.16,25547420148,6715944,15438672580,14874.375,190.0
789,1506384000,288.64,306075,8211953,94834464.25,27373.0197611,102987.1868,2887.116,2890,192,18527,29.56,24571949910,6716846,17258565559,15206.875,203.0
790,1506470400,309.97,309047,8269803,94849875.3438,29400.615860299997,105672.8117,2916.0429999999997,2904,227,18893,29.54,26548967736,6716780,16132176667,15411.09375,183.0
791,1506556800,302.77,329208,8323753,94864873.3125,28722.237692799998,101865.3038,2896.072,2856,183,20553,30.02,25409632808,6716179,15969409283,14997.96875,144.0
792,1506643200,292.58,326502,8364828,94879725.8125,27759.9101782,97747.1226,2802.9709999999995,2829,184,21540,30.31,23184436268,6715709,15903325578,14852.5,131.0
793,1506729600,302.77,295798,8406110,94894657.2188,28731.255366100002,97246.8496,2773.895,2840,189,21998,30.27,26231412090,6717220,15741288840,14931.40625,140.0
794,1506816000,303.95,283871,8439924,94909789.875,28847.830632499998,101856.5841,2865.6490000000003,2862,209,21781,30.09,24190581701,6717855,15310702625,15132.65625,295.0
795,1506902400,296.81,306095,8487975,94924879.0938,28174.6533638,101498.7153,2861.171,2842,223,21143,30.02,25376879520,6718652,15476144246,15089.21875,269.0
796,1506988800,291.81,327906,8537491,94940057.5312,27704.458188200002,101330.3025,2838.8259999999996,2862,222,20918,29.95,23882103385,6718978,16505707600,15178.4375,403.0
797,1507075200,291.68,307399,8583378,94955375.9688,27696.5840626,104322.349,2896.353,2886,226,20395,29.47,23689836678,6715126,16487207597,15318.4375,391.0
798,1507161600,294.99,314808,8622252,94970853.0,28015.451926499998,107720.1602,2968.7470000000003,2946,189,20313,29.03,24302843665,6714835,15769323939,15477.03125,762.0
799,1507248000,308.33,319882,8660904,94985877.0625,29286.995474699997,102813.1953,2912.4790000000003,2848,202,21656,29.97,25759310387,6717054,16237865284,15024.0625,186.0
800,1507334400,311.26,291091,8696647,95000892.2188,29569.977712,100704.8489,2857.438,2848,197,19657,30.02,22705744740,6714406,14920815678,15015.15625,184.0
801,1507420800,309.49,296829,8738451,95016091.75,29406.5302357,104067.9114,2915.5209999999997,2879,205,19150,29.68,24091593642,6717153,15692320454,15199.53125,150.0
802,1507507200,296.95,328172,8791812,95031300.5,28219.544683499997,104686.6792,2930.9559999999997,2882,204,19671,29.72,24174030452,6719400,16593181455,15208.75,228.0
803,1507593600,298.46,349605,8837358,95046784.875,28367.6634138,106119.6349,2913.485,2915,232,21438,29.45,25058292801,6714505,16179450785,15484.375,188.0
804,1507680000,302.86,344305,8880536,95062284.7188,28790.5635499,109279.7021,2997.386,2915,235,20045,29.34,30039329444,6715640,16118748639,15499.84375,115.0
805,1507766400,302.89,363411,8930073,95077676.2812,28798.077368799997,105449.0222,2911.728,2899,230,21137,29.42,24512657109,6714754,16867122755,15391.5625,169.0
806,1507852800,336.83,379136,8982527,95093113.4688,32030.2134097,110049.5848,3031.012,2891,246,21845,29.62,26489325565,6718163,16818042076,15437.1875,552.0
807,1507939200,338.81,332169,9026250,95108431.2812,32223.687602399998,105135.748,2917.998,2887,226,19951,29.74,24196653845,6717269,16796028877,15317.8125,150.0
808,1508025600,336.58,328921,9075349,95124011.4375,32016.8397696,108556.0976,2962.491,2925,241,19011,29.2,23514174126,6714419,16839186003,15580.15625,133.0
809,1508112000,334.23,408297,9135201,95140181.0,31798.702695599997,112491.5255,1922.3239999999998,4554,502,16294,18.78,16678649826,6716404,21922149733,16169.5625,154.0
810,1508198400,316.14,505611,9195945,95160328.25,30083.986173,114496.653,1430.7939999999999,6050,864,14412,14.08,14194850634,6716565,23228035407,20147.25,332.0
811,1508284800,313.54,470449,9250984,95180705.6562,29842.9584515,113792.9401,1412.602,6221,739,13060,13.75,14081137033,6716945,21489016601,20377.40625,770.0
812,1508371200,307.41,494184,9320260,95201131.8125,29265.7799305,117973.6768,1460.305,6241,739,12978,13.71,12235259269,6716823,24000639917,20426.15625,214.0
813,1508457600,303.08,546837,9391327,95221606.8125,28859.764592699998,117268.4555,1448.0479999999998,6237,760,15254,13.68,14610349751,6715665,26586311517,20475.0,260.0
814,1508544000,299.55,462902,9450402,95241750.0312,28529.666221900003,116687.3756,1470.935,6229,625,11983,13.69,12128683877,6716829,18071912431,20143.21875,347.0
815,1508630400,294.03,435493,9508412,95262134.2812,28009.9253427,118870.2012,1479.8829999999998,6280,660,10947,13.59,10751750663,6717027,17476517075,20384.25,468.0
816,1508716800,285.27,468168,9581597,95282604.6875,27181.268639200003,117763.0093,1455.82,6254,735,12828,13.63,13780011469,6713991,22112574421,20470.40625,262.0
817,1508803200,296.5,492288,9668925,95303134.1562,28257.3792773,121642.1225,1496.921,6248,773,13946,13.64,14415708346,6716623,26564339882,20529.46875,471.0
818,1508889600,296.35,460419,9742825,95323352.375,28249.0754763,118684.8641,1484.205,6176,733,14347,13.78,12720316553,6716677,26309948399,20218.21875,406.0
819,1508976000,295.54,466406,9815741,95343550.5312,28177.832924000002,114761.8238,1437.0179999999998,6157,743,14417,13.87,12385996259,6716410,25792258901,20198.15625,294.0
820,1509062400,296.36,486147,9877222,95364021.7812,28262.0814951,117091.7153,1447.521,6229,760,14924,13.67,11545392383,6716447,26465608457,20471.25,296.0
821,1509148800,293.35,484554,9919259,95384467.1562,27981.0334403,118629.8189,1468.4260000000002,6240,740,14317,13.69,10491940195,6717997,24238961845,20445.375,335.0
822,1509235200,304.04,494176,9962016,95404755.9688,29006.8620047,117105.7539,1459.599,6194,738,14872,13.78,10371979124,6719600,24746206086,20288.8125,351.0
823,1509321600,306.8,532626,10016332,95424854.5625,29276.345379799997,115204.0015,1447.379,6072,805,16448,14.02,11808258897,6717222,26614306113,20098.59375,465.0
824,1509408000,303.64,519906,10090762,95445491.0,28981.0688872,119297.9707,1462.2420000000002,6275,774,15604,13.58,13692446133,6719731,29533828429,20636.4375,450.0
825,1509494400,289.42,527783,10170977,95465719.3438,27629.6884925,120477.0125,1505.309,6142,773,15758,13.85,14979336359,6718288,29424380755,20228.34375,303.0
826,1509580800,284.92,529277,10265149,95486016.125,27205.8757143,115774.5028,1441.55,6144,795,15696,13.83,15919836477,6714869,29711567693,20296.78125,657.0
827,1509667200,304.51,485790,10334844,95506325.5625,29082.631197000002,113706.9239,1419.283,6208,714,15831,13.68,12781813101,6716000,27474314374,20309.4375,647.0
828,1509753600,300.04,398758,10389337,95526513.875,28661.7752231,111929.8264,1405.2220000000002,6196,686,12156,13.78,11624799927,6714627,21376023145,20188.3125,619.0
829,1509840000,296.23,417102,10440241,95547106.3438,28303.9193122,117028.67,1439.533,6299,725,11640,13.54,10703460687,6713173,18773996019,20592.46875,475.0
830,1509926400,296.82,511663,10503649,95567346.9688,28366.2999273,114621.414,1433.805,6199,708,13796,13.77,10433598351,6714082,21153932849,20240.625,478.0
831,1510012800,291.84,470418,10557839,95587760.75,27896.332097299997,113925.2212,1412.215,6211,759,14267,13.72,13393206633,6712817,22865503353,20413.78125,486.0
832,1510099200,307.35,480413,10631410,95608013.6562,29385.1229972,116144.1465,1454.5379999999998,6236,663,14220,13.7,16154783877,6713955,23449784813,20252.90625,974.0
